country,points,price,variety,type,title,description
US,86,32,Zinfandel,red,Iron Hub 2013 Esola Zinfandel (Amador County),"Rather light, easy-to-enjoy aromas suggesting fresh strawberry and raspberry, along with equally fruity flavors don't indicate how full-bodied and high-octane this wine is. Still, it has a smooth texture and lingering finish."
US,88,34,Merlot,red,Foundry Vineyards 2012 Merlot (Red Mountain),"All varietal from up-and-coming Scooteney Flats Vineyard, this wine displays aromas of fresh herbs, dark raspberries and barrel spices. There's no lack of richness to the fruit flavors but the chalky tannins need time to stitch together."
France,89,50,Pinot Noir,red,Louis Latour 2005 Domaine Latour  (Aloxe-Corton),"From its own estate, this Louis Latour wine is a ripe, strawberry- and juicy plum-flavored wine, sustained by a well- judged dry layer of tannins. It is sweet, the acidity showing through in the red fruits."
US,91,35,Chardonnay,white,Wrights Station 2013 Backwards Block Chardonnay (Santa Cruz Mountains),"Impressively delicate but also generous in aromas, this bottling shows lemon curd, caramelized apple and a touch of baby powder on the nose. There's a sharp line of salty acidity on the palate, with flavors of candied apple and Meyer lemon."
US,94,40,Syrah,red,Rôtie Cellars 2012 Northern Blend Syrah (Washington),"Don't let the Washington State label fool you. This Walla Walla Valley Rocks-region wine shows complex notes of roasted meat, blue fruit, earth, mineral, smoke and herbs. It's full bodied and rich with a dazzlingly polished feel to the fruit and savory flavors capped off by a long, meat-filled finish—beautiful stuff."
US,92,95,Bordeaux-style Red Blend,red,Chimney Rock 2011 Elevage Red (Stags Leap District),"A Merlot-based blend with accompanying components of Cabernet Sauvignon and Petit Verdot, this estate-grown wine excels in its subdued, smoky and toasty oak surrounded by juicy blackberry and a hint of graphite and leather. Textured and structured, it needs time, and will be happy in the cellar through 2026."
US,89,58,Red Blend,red,Stags' Leap Winery 2013 The Investor Red (Napa Valley),"This new blend features 38% Merlot, 32% Petite Sirah, 18% Cabernet Sauvignon and 12% Malbec, combining brawn with beauty. Red fruit and a light grip of oak wrap around a softly textured body, making for an approachable, easygoing experience."
France,88,24,Chardonnay,white,Domaine André Bonhomme 2013 Cuvée Spéciale  (Viré-Clessé),"This wine is full of rich fruit. With apricots, mangos and a layer of caramel, this is a generous wine with enough acidity to sustain its richness. The aftertaste brings in spice, vanilla and a squeeze of lemon."
Italy,88,60,Red Blend,red,Capezzana 2009 Ghiaie della Furba Red (Toscana),"A blend of 50% Cabernet Sauvignon, 20% Merlot and 30% Syrah, this opens with aromas of espresso, toasted oak, ground pepper, ripe black-skinned fruit and game. The extracted palate offers licorice, raisin, clove and tobacco alongside raspy tannins that leave an astringent finish. The fruit is starting to dry up so drink sooner rather than later."
US,85,10,Cabernet Sauvignon,red,Healdsburg Ranches 2008 Cabernet Sauvignon (Sonoma County),"Good price for a nice, dry Cabernet with so much fruit. It's forward in ripe blackberry, blueberry and cherry jam flavors, with a rich coat of smoky oak."
US,94,55,Syrah,red,Gramercy 2010 Syrah (Walla Walla Valley (WA)),"This classy Syrah opens with a note of pretty funkiness, wrapped around stiff, tight, rather herbal flavors. The berry flavor is ripe but in no way jammy. Here the emphasis is on nuance, earthiness and herbal details."
US,93,56,Merlot,red,Pride Mountain 2006 Merlot (Sonoma-Napa),"Made in the Pride style, this is a big, powerful wine that should age well. It's enormously ripe, with flamboyant cassis, cherry pie filling, milk chocolate, licorice and smoky oak flavors that are wrapped into thoroughly modern, softly refined tannins. Just beautiful, and should develop through 2012."
US,96,245,Cabernet Sauvignon,red,Jarvis 2006 Estate Grown Cave Fermented Reserve Cabernet Sauvignon (Napa Valley),"This reserve tastes oakier and stronger than Jarvis's regular 2006 Cabernet. With near-perfect balance, this is awesome. Flavors of blackberries and black currants are complexed with minerals and herbs and indefinable things from the soil. It's hard in tannins and rich in spicy, smoky new oak. Hold until at least 2014, and it should continue to age well beyond that."
US,92,27,Chardonnay,white,Forgeron 2011 Chardonnay (Columbia Valley (WA)),"Roughly half of the blend is made from fruit that comes from 30-year-old vines. An addition of 6% Muscat adds a scent of tree fruit, and the lovely citrus and stone fruit flavors are enhanced by a fresh-baked bread note. It has excellent concentration and impeccable balance, plus a long, satisfying finish."
US,86,26,Sauvignon Blanc,white,Ojai 2010 McGinley Vineyard Sauvignon Blanc (Santa Ynez Valley),"Strong notes of lemongrass and pineapple jam mark this Sauvignon Blanc. It has a nice cut of acidity. While it's not particularly subtle, this is ready to drink now as a cocktail."
US,90,25,Zinfandel,red,Decoy 2012 Zinfandel (Sonoma County),"Smoothly seductive in bright red-berry and pomegranate fruit, this young Zinfandel comes from mostly Dry Creek Valley vineyards. Rippling in baking spice and subtle vanilla oak, it's a complete wine, with balanced acidity and mellowed tannins. Clean and long on the finish, it will complement rather than overpower a meal."
US,93,48,Pinot Noir,red,Arista 2013 Pinot Noir (Russian River Valley),"The winery's larger offering from several vineyard sites, this wine is designed entirely to please, offering a seductively juicy abundance in black cherry, raspberry and cinnamon. Approachable and full bodied, the tannins are soft and the oak well integrated, allowing the earthy aromas and spicy brown-sugar elements to roam free."
Italy,91,28,Sangiovese,red,Castello di Radda 2012 Riserva  (Chianti Classico),"Underbrush, tilled earth, leather, ripe berry and a whiff of baking spice aromas meld together on this fragrant wine. The savory, refined palate offers juicy wild cherry, crushed raspberry, licorice and a tobacco note framed in firm, polished tannins. Drink through 2020."
France,89,43,Rhône-style Red Blend,red,Domaine La Consonnière 2010 Red (Châteauneuf-du-Pape),"This is a bit tarry at first, but gradually opens up to reveal slightly herbal fruit notes of cassis and hints of olive and tomato—very Provençal. It's silky on the finish, so it's easy to drink now and over the next 5–6 years."
US,91,95,Cabernet Sauvignon,red,Sebastiani 2008 Cherryblock Cabernet Sauvignon (Sonoma Valley),"This is the most expensive newly released Cherryblock ever, $20 more than the 2007. It's quite a plush wine, softly velvety and rich in cherry and oak flavors. Already throwing considerable sediment, it's on the glidepath to a long, useful life."
France,84,11,Pinot Noir,red,Le Petit Cochonnet 2015 Pinot Noir (Pays d'Oc),"A light, easy and cheery selection, with direct aromas and flavors of sweet cherry, red raspberry and strawberry. The mouthfeel is soft and approachable, with virtually no tannins and a clean, short finish. Drink up."
US,90,38,Syrah,red,Lost Canyon 2008 Trenton Station Vineyard Syrah (Russian River Valley),"Impenetrably black in color and very tannic, this is a big, aloof Syrah. It's bone dry and hard to appreciate now, with elusive blackberry fruit that surfaces briefly, then disappears into a hard finish. The vineyard is in the cool, damp southern part of the valley. Kudos to Lost Canyon for holding it back this long, but it still needs time. Try after 2016."
France,85,17,Bordeaux-style White Blend,white,Pezat 2013  Bordeaux Blanc,"Herbaceous, crisp and fruity, this fresh wine has citrus, juicy apple and a hint of yellow fruits as well as bright acidity. It's totally ready to drink."
Italy,90,54,Red Blend,red,Arnaldo Caprai 2008 Riserva  (Montefalco Rosso),"Here's a delicious blend of Sangiovese, Merlot and Sagrantino. It delivers high-tone aromas of pressed violets, red berry and spice. The palate offers succulent black cherry and creamy raspberry flavors that are brightened by white pepper and cinnamon accents."
US,90,60,Bordeaux-style Red Blend,red,Matthews 2012 Reserve Red (Columbia Valley (WA)),"This wine is mostly Cabernet Sauvignon (78%), with the rest equal parts Cabernet Franc and Merlot. Aromas of barrel spice, cedar, green herbs and black fruit are followed by tightly coiled fruit and barrel flavors that need some time to settle in."
US,89,60,Cabernet Sauvignon,red,Pepper Bridge 2013 Estate Vineyards Cabernet Sauvignon (Walla Walla Valley (WA)),"High-toned aromas of black fruit, barrel spice and herb lead to a wound up palate backed by lightly grainy tannins. It's almost four years old, but still seems to need time to settle in. Best after 2020."
Italy,91,25,Sangiovese,red,Le Bèrne 2012  Vino Nobile di Montepulciano,"This 100% Sangiovese opens with pretty aromas of iris, violet, dark berry and a blend of cooking spices. On the palate, ground black pepper, anise and espresso accent a core of dried black cherry while tightly knit, assertive tannins provide backup. Drink 2017–2022."
France,91,31,Sauvignon Blanc,white,Pierre Morin 2015 Le Chant de l'Orme  (Sancerre),"The song of the elm is the poetic name of this wine. It is a rich wine, dense with fruit and with some toast from the wood aging. It is impressive with its ripe swathes of fruit and its spicy aftertaste. The wine is just ready to drink although it will be better from 2018."
US,84,23,Red Blend,red,Bota Box 2013 RedVolution Red (California),"This is good and grapy from the fresh berry aroma to the juicy, slightly sweet cherry flavor, to the soft texture with just a hint of crispness. An accent of smoky spiciness in the aromas and the aftertaste adds extra interest."
US,82,30,Merlot,red,Marilyn Merlot 2012 Merlot (Napa Valley),"There's a rubbery denseness to this wine, a curious, not entirely pleasant mix of red currant and burnt leather that may or may not integrate over time."
France,86,20,Rhône-style Red Blend,red,Les Vignobles Foncalieu 2009 La Réserve du Crouzau St. Gervais Red (Côtes du Rhône Villages),"A solid, medium-bodied effort, this Saint Gervais boasts fine complexity on the nose, where it mixes berries with smoke and olive before turning darker on the palate, finally ending with hints of bitter chocolate and espresso."
US,83,25,Zinfandel,red,Rosenblum 2005 Richard Sauret Vineyard Zinfandel (Paso Robles),"Hot, soft and uninteresting. It's not a bad wine, being clean and somewhat dry, but that softness results in a serious absence of structure, and there's not enough fruity essence to compensate."
US,92,42,Zinfandel,red,V. Sattui 2011 Black Sears Vineyard Zinfandel (Howell Mountain),"The Black Sears Vineyard has been source to some of Napa's most impressive Zinfandels over the years, for a number of wineries, including Sattui. With this 2011, they've outdone themselves. The wine is so succulent in black cherry, licorice and mocha flavors, it's hard to resist drinking it all right now. Yes, the alcohol is on the high side, but that's the price of such richness."
